PartcipantID:1
RandID:1
InitialTimeStamp:22-12-04-613
block;trial;eventType;elapsedTime
1;0;InterProblemRest;0.073
1;1;Trial;0.156
1;1;ParticipantSkip;0.703
1;1;ParticipantAnswer;0.707
1;1;InterTrialRest;0.766
1;2;Trial;3.329
1;2;ParticipantSkip;4.058
1;2;ParticipantAnswer;4.059
1;2;InterTrialRest;4.12
1;3;Trial;6.681
PartcipantID:1
RandID:1
InitialTimeStamp:22-12-39-303
block;trial;eventType;elapsedTime
1;0;InterProblemRest;0.075
1;1;Trial;0.157
1;1;ParticipantSkip;0.328
1;1;ParticipantAnswer;0.331
1;1;InterTrialRest;0.391
1;2;Trial;0.545
1;2;ParticipantSkip;0.832
1;2;ParticipantAnswer;0.833
1;2;InterTrialRest;0.895
1;3;Trial;1.048
1;3;ParticipantSkip;1.063
1;3;ParticipantAnswer;1.065
1;3;InterTrialRest;1.127
1;4;Trial;1.281
1;4;ParticipantSkip;1.295
1;4;ParticipantAnswer;1.297
1;4;InterTrialRest;1.36
1;5;Trial;1.516
1;5;ParticipantSkip;1.531
1;5;ParticipantAnswer;1.533
1;5;InterTrialRest;1.595
1;6;Trial;1.759
1;6;ParticipantSkip;1.778
1;6;ParticipantAnswer;1.779
1;6;InterTrialRest;1.838
1;7;Trial;1.994
1;7;ParticipantSkip;2.009
1;7;ParticipantAnswer;2.01
1;7;InterTrialRest;2.07
1;8;Trial;2.223
1;8;ParticipantSkip;2.241
1;8;ParticipantAnswer;2.243
1;8;InterTrialRest;2.303
2;0;InterBlockRest;2.439
2;1;Trial;3.277
2;1;ParticipantSkip;3.579
2;1;ParticipantAnswer;3.581
2;1;InterTrialRest;3.641
2;2;Trial;3.794
2;2;ParticipantSkip;4.081
2;2;ParticipantAnswer;4.082
2;2;InterTrialRest;4.143
2;3;Trial;4.297
2;3;ParticipantSkip;4.312
2;3;ParticipantAnswer;4.314
2;3;InterTrialRest;4.376
2;4;Trial;4.533
2;4;ParticipantSkip;4.549
2;4;ParticipantAnswer;4.551
2;4;InterTrialRest;4.61
2;5;Trial;4.772
2;5;ParticipantSkip;4.79
2;5;ParticipantAnswer;4.792
2;5;InterTrialRest;4.853
2;6;Trial;5.008
2;6;ParticipantSkip;5.027
2;6;ParticipantAnswer;5.028
2;6;InterTrialRest;5.091
2;7;Trial;5.249
2;7;ParticipantSkip;5.263
2;7;ParticipantAnswer;5.265
2;7;InterTrialRest;5.327
2;8;Trial;5.48
2;8;ParticipantSkip;5.496
2;8;ParticipantAnswer;5.497
2;8;InterTrialRest;5.557
2;8;InterProblemRest;5.693
2;8;InterProblemRest;5.752
2;8;InterProblemRest;5.814
2;8;InterProblemRest;5.87
2;8;InterProblemRest;5.924
2;8;InterProblemRest;5.982
2;8;InterProblemRest;6.035
2;8;InterProblemRest;6.088
2;8;InterProblemRest;6.141
2;8;InterProblemRest;6.192
2;8;InterProblemRest;6.244
2;8;InterProblemRest;6.299
2;8;InterProblemRest;6.353
2;8;InterProblemRest;6.405
2;8;InterProblemRest;6.456
2;8;InterProblemRest;6.507
2;8;InterProblemRest;6.558
2;8;InterProblemRest;6.621
2;8;InterProblemRest;6.671
2;8;InterProblemRest;6.723
2;8;InterProblemRest;6.774
2;8;InterProblemRest;6.824
2;8;InterProblemRest;6.875
2;8;InterProblemRest;6.927
2;8;InterProblemRest;6.979
2;8;InterProblemRest;7.033
2;8;InterProblemRest;7.086
2;8;InterProblemRest;7.147
2;8;InterProblemRest;7.197
2;8;InterProblemRest;7.251
2;8;InterProblemRest;7.308
2;8;InterProblemRest;7.359
2;8;InterProblemRest;7.41
2;8;InterProblemRest;7.463
2;8;InterProblemRest;7.515
2;8;InterProblemRest;7.568
2;8;InterProblemRest;7.621
2;8;InterProblemRest;7.672
2;8;InterProblemRest;7.723
2;8;InterProblemRest;7.775
2;8;InterProblemRest;7.826
2;8;InterProblemRest;7.879
2;8;InterProblemRest;7.931
2;8;InterProblemRest;7.995
2;8;InterProblemRest;8.053
2;8;InterProblemRest;8.138
2;8;InterProblemRest;8.197
2;8;InterProblemRest;8.251
2;8;InterProblemRest;8.305
2;8;InterProblemRest;8.357
2;8;InterProblemRest;8.408
2;8;InterProblemRest;8.46
2;8;InterProblemRest;8.512
2;8;InterProblemRest;8.566
2;8;InterProblemRest;8.63
2;8;InterProblemRest;8.69
2;8;InterProblemRest;8.753
2;8;InterProblemRest;8.806
2;8;InterProblemRest;8.856
2;8;InterProblemRest;8.909
2;8;InterProblemRest;8.96
2;8;InterProblemRest;9.012
2;8;InterProblemRest;9.063
2;8;InterProblemRest;9.118
2;8;InterProblemRest;9.172
2;8;InterProblemRest;9.224
2;8;InterProblemRest;9.276
2;8;InterProblemRest;9.328
2;8;InterProblemRest;9.379
2;8;InterProblemRest;9.43
2;8;InterProblemRest;9.479
